,Disk (GB),Memory (GB),CPU (Core),Bandwidth (MB/s),Region,Latitude,Longitude
8188,756,8,6,290,Maryland,38.8721730244295,76.93383079659614
8189,756,8,6,290,Maryland,38.92046269582173,77.60157353306236
8190,756,8,6,289,Maryland,39.057430143501364,77.03191522460493
8191,756,8,6,288,Maryland,38.62457388601053,77.23802560899784
8192,756,8,6,284,Maryland,39.149250031314295,77.17623464096744
8193,756,8,6,284,Maryland,39.04277126542726,79.1972133836776
8194,756,8,6,283,Maryland,39.39537230229682,75.99637619836119
8195,756,8,6,279,Maryland,38.214931349950085,76.96757784301491
8196,756,8,6,279,Maryland,38.469189199280585,78.07033759945215
8197,756,8,6,278,Maryland,37.94950591584251,76.59863477487657
8198,697,8,6,278,Maryland,39.198502544169266,77.27069677775826
8199,518,8,6,277,Maryland,39.7162956540626,78.45212233785126
8200,504,8,6,277,Maryland,39.453538907376064,78.20873148509827
8201,504,8,6,277,Maryland,38.44332977794878,79.29198931889556
8202,504,8,6,277,Maryland,38.47131998711963,75.83708517603294
8203,504,8,6,271,Maryland,38.65408209829958,78.08104628238159
8204,504,8,6,269,Maryland,38.245337242867194,78.53242557215107
8205,504,8,6,266,Maryland,38.8387450746716,76.31090524471244
8206,504,8,6,265,Maryland,39.24459249146601,76.64289275286595
8207,504,8,6,263,Maryland,38.770983362399484,75.76775425137902
8208,504,8,6,263,Maryland,37.94455192947844,77.1818953944673
8209,504,8,6,262,Maryland,38.56383486680992,77.57796940335368
8210,504,8,6,260,Maryland,38.819434250320796,77.2336088405318
8211,504,8,6,260,Maryland,38.6520133356248,79.53031511926142
8212,504,8,6,259,Maryland,39.34742373110044,75.10687134125735
8213,504,8,6,259,Maryland,38.17410409330577,76.92451470328893
8214,504,8,6,259,Maryland,39.10364220480096,75.20145034889794
8215,504,8,6,259,Maryland,39.160493052037644,77.82085039919521
8216,504,8,6,258,Maryland,38.04135284688746,77.89264150124313
8217,504,8,6,258,Maryland,38.362121565184594,78.40520948542725
8218,504,8,6,258,Maryland,38.33249134285026,75.3617230257101
8219,504,8,6,257,Maryland,39.021477085119756,79.0124304494349
8220,504,8,6,257,Maryland,38.585137159386385,76.31014600465438
8221,504,8,6,256,Maryland,38.31309515945884,79.06945478849198
8222,504,8,6,255,Maryland,39.62607626672926,79.37400303211335
8223,504,8,6,255,Maryland,38.493849151136374,77.42568718395027
8224,504,7,6,254,Maryland,39.689440998980544,76.80667343865188
8225,504,7,6,254,Maryland,37.989935721923636,75.38642529724589
8226,504,7,6,254,Maryland,39.26952810883055,77.59520145741871
8227,504,6,6,254,Maryland,39.29454191200306,77.15653530237903
8228,504,6,6,253,Maryland,38.7750277132908,77.29750875202281
8229,504,5,5,253,Maryland,38.02035264607451,79.03461554548284
8230,504,5,3,251,Maryland,38.61884604196892,76.04737887066445
8231,504,5,3,250,Maryland,39.633172775992186,78.94437100280683
8232,504,5,3,249,Maryland,38.8606305624561,77.75653093071851
8233,504,5,3,249,Maryland,37.95800098834869,78.81227207483285
8234,504,5,3,247,Maryland,38.116974325394864,76.7991259169801
8235,504,5,3,245,Maryland,38.62486727421125,77.18677385850168
8236,504,5,3,245,Maryland,39.67023936921246,78.51350147727597
8237,504,5,3,245,Maryland,38.40596183394057,75.30053913573214
8238,504,5,3,241,Maryland,37.88419968426289,77.17471336259197
8239,504,5,3,241,Maryland,39.1501809676866,77.73157593130264
8240,504,5,3,240,Maryland,39.09512881190796,79.413953222379
8241,504,5,3,239,Maryland,38.64606891164702,78.47396071118031
8242,504,5,3,239,Maryland,38.1666231674958,78.04951396142404
8243,495,4,1,237,Maryland,38.84187013671363,75.25740645163214
8244,388,3,1,236,Maryland,39.32192981042498,77.2227552006621
8245,356,3,0,233,Maryland,39.486094915698786,78.66822097144782
8246,252,3,0,231,Maryland,39.594562757903454,77.97046663026914
8247,12956,70,18,1841,Massachusetts,41.81222560057582,71.78658061178234
8248,12686,70,18,1841,Massachusetts,41.26543614760354,72.30031023046209
8249,11876,70,18,1841,Massachusetts,41.67602398386856,73.35851649963344
8250,11336,64,18,1627,Massachusetts,41.60206513906061,69.78407618407445
8251,10562,52,16,1595,Massachusetts,42.29058035659607,70.65078436592258
8252,10257,52,15,1569,Massachusetts,42.09500256684585,72.76227599836817
8253,10257,41,15,1569,Massachusetts,42.381874745758495,70.98397676312315
8254,9987,33,15,1569,Massachusetts,41.67428407161715,69.99758215004114
8255,9987,33,15,1569,Massachusetts,41.7098269617605,69.92862302781093
8256,9717,33,15,1533,Massachusetts,41.34650651986026,69.75673009376187
8257,9717,33,15,1533,Massachusetts,42.71445281786485,71.62319893230696
8258,9717,33,15,1533,Massachusetts,41.661571139257816,71.79375752553563
8259,9717,33,15,1533,Massachusetts,42.04030620615739,72.20119948954907
8260,9717,33,15,1533,Massachusetts,42.5505790570101,69.67879678677564
8261,9717,33,15,1533,Massachusetts,42.511183076181425,72.0977670786249
8262,9447,33,15,1533,Massachusetts,41.3587489534094,69.55752518879831
8263,9447,33,15,1533,Massachusetts,42.701766219706904,70.83309001066432
8264,9447,33,15,1533,Massachusetts,42.62564428113905,68.96916788652257
8265,9242,33,15,1533,Massachusetts,41.90219800995004,69.23853712736171
8266,9177,33,15,1533,Massachusetts,41.43895649188192,71.73395244979571
8267,9177,33,15,1533,Massachusetts,42.259291004956694,69.39228438169019
8268,8907,33,15,1533,Massachusetts,42.43399073704816,69.68527576276836
8269,8637,33,15,1533,Massachusetts,42.07178138991211,70.64625881450618
8270,8637,33,15,1533,Massachusetts,41.696679818544304,72.0165306357644
8271,8367,33,15,1533,Massachusetts,41.901670744638054,70.07955517019963
8272,8097,33,15,1497,Massachusetts,42.61725882898243,71.89136242530574
8273,8097,33,15,1472,Massachusetts,41.34557346931954,71.51003932324608
8274,8097,33,15,1472,Massachusetts,42.59770346478255,69.66900351398428
8275,8097,33,15,1472,Massachusetts,42.38185155934232,73.16976524971501
8276,7827,33,15,1472,Massachusetts,41.233479061662834,71.90486803213768
8277,7557,33,15,1378,Massachusetts,42.401930819527934,73.25416311706657
8278,7557,33,15,1343,Massachusetts,42.636187776637705,73.40567388136805
8279,7557,33,15,1300,Massachusetts,42.26792175160051,72.96870770093905
8280,7407,33,15,1288,Massachusetts,42.241677595486884,69.04145275651493
8281,7287,33,15,1226,Massachusetts,41.753897836280906,69.10732198283955
8282,7219,33,15,1226,Massachusetts,41.50237240278592,70.08077165916607
8283,7145,33,15,1226,Massachusetts,42.09775341307119,71.89576946513294
8284,7018,33,12,1226,Massachusetts,41.85652964075372,71.85040813281007
8285,7018,33,12,1226,Massachusetts,41.53408731680617,68.98506338036711
8286,7018,33,12,1226,Massachusetts,41.39081770390961,72.57855829566554
8287,6879,33,12,1226,Massachusetts,42.01761398316563,72.86905150358956
8288,6748,33,12,1226,Massachusetts,41.408487503734094,72.9463447398802
8289,6748,33,12,1226,Massachusetts,42.86248296006734,69.87338394035918
8290,6748,33,12,1226,Massachusetts,41.56635828491414,70.99735609787407
8291,6741,33,12,1226,Massachusetts,42.58286034234606,69.1152510870982
8292,6478,33,12,1226,Massachusetts,41.33689795479972,70.04872925226175
8293,6478,33,12,1226,Massachusetts,41.915131425545475,71.65866376169039
8294,6478,33,12,1165,Massachusetts,42.12291039760438,70.37119415198369
8295,6478,33,12,1120,Massachusetts,42.05506410598143,70.55853184369462
8296,6478,33,12,1103,Massachusetts,42.56168197512502,71.84967556234285
8297,6478,33,12,1103,Massachusetts,42.25414873378488,72.51265986637458
8298,6469,33,12,1103,Massachusetts,42.74804515987514,70.24955586095794
8299,6390,32,12,1103,Massachusetts,41.192430236637954,71.61809690923604
8300,6208,28,12,1103,Massachusetts,42.43900321273033,69.42561819540043
8301,6208,28,12,1090,Massachusetts,42.667753090754346,71.82844501383357
8302,5938,28,12,1074,Massachusetts,41.822665401717806,70.50866158651068
8303,5938,26,12,1074,Massachusetts,41.32710195713024,71.82307984990112
8304,5938,26,12,1030,Massachusetts,42.47941375537194,71.9346466557956
8305,5938,26,12,1012,Massachusetts,41.18706992474875,72.97301089495875
8306,5827,26,12,980,Massachusetts,41.28047191399329,69.49473744278946
8307,5753,26,12,980,Massachusetts,42.08347695535365,69.15959232722581
8308,5668,26,12,966,Massachusetts,41.83967737309794,71.98737617599
8309,5668,26,12,957,Massachusetts,42.60357935371485,71.93403328157454
8310,5668,26,12,951,Massachusetts,42.25774021742963,69.42822074432543
8311,5668,26,12,942,Massachusetts,42.62527947128183,73.28603948756533
8312,5668,26,12,942,Massachusetts,42.54903643929476,69.51176584166457
8313,5398,26,12,919,Massachusetts,41.841154824451635,69.8138456502641
8314,5398,26,12,919,Massachusetts,41.27810540365671,69.20814600409636
8315,5398,26,12,919,Massachusetts,41.519061351046595,71.00025759452681
8316,5398,26,12,919,Massachusetts,41.22116435357962,71.75153275424933
8317,5368,26,12,919,Massachusetts,42.20511189795655,68.96276751230897
8318,5345,26,12,919,Massachusetts,41.70304817307833,72.43514711032324
8319,5128,23,12,919,Massachusetts,41.97904976494726,70.34192795527264
8320,5128,20,12,919,Massachusetts,41.556451602623724,70.63298747575921
8321,4858,20,12,919,Massachusetts,42.65552051547904,69.96124834550623
8322,4858,20,12,919,Massachusetts,41.37827056283523,69.78413081296478
8323,4858,20,12,919,Massachusetts,42.64846761272193,70.37298837030002
8324,4858,20,12,919,Massachusetts,42.73189025887791,70.26344130997929
8325,4858,18,12,919,Massachusetts,41.53144359339037,71.10902756407653
8326,4588,18,12,919,Massachusetts,42.48482178456204,70.67530738863253
8327,4588,18,12,919,Massachusetts,41.18024813769157,70.73397458662224
8328,4588,17,12,919,Massachusetts,41.75654932750349,71.57602661628775
8329,4557,16,12,919,Massachusetts,42.56684280653031,70.16344030231807
8330,4525,16,12,919,Massachusetts,42.85353692705102,69.19753993547022
8331,4318,15,12,919,Massachusetts,42.21959159920315,73.44651656497629
8332,4318,15,12,919,Massachusetts,42.2723624493843,72.84661697734357
8333,4318,15,12,919,Massachusetts,42.50376582163309,72.33737919342543
8334,4318,15,12,919,Massachusetts,42.68874216633298,70.01872824051853
8335,4318,15,12,919,Massachusetts,42.548497443045534,72.82466558652246
8336,4048,15,12,919,Massachusetts,42.48272178447501,71.83150189817893
8337,4048,15,12,919,Massachusetts,42.11455570435627,72.12663731053492
8338,4048,15,12,919,Massachusetts,42.732551375704055,71.07163024439073
8339,4048,15,12,919,Massachusetts,42.12662569957146,70.35037836205986
8340,3818,15,12,919,Massachusetts,42.06213525193287,72.34240000274694
8341,3778,15,12,919,Massachusetts,42.04389761176649,69.65976802608284
8342,3778,15,12,919,Massachusetts,42.06213095570068,69.94879606553488
8343,3778,15,12,919,Massachusetts,41.21392042915937,69.80972096933692
8344,3778,15,12,919,Massachusetts,41.94300310921526,71.53033263293847
8345,3725,15,12,919,Massachusetts,41.766911136179004,69.53910725141826
8346,3563,15,12,919,Massachusetts,41.328429421101404,72.34550555077435
8347,3518,15,12,919,Massachusetts,42.56278905537472,71.38849546572776
8348,3509,15,12,919,Massachusetts,42.07603476705388,69.61978086869833
8349,3509,15,12,915,Massachusetts,42.17805564560633,73.46254382159418
8350,3509,15,12,904,Massachusetts,41.22800114521536,69.41581405645258
8351,3509,15,12,889,Massachusetts,42.58388650508016,69.35229296118186
8352,3252,15,12,889,Massachusetts,42.624001044284455,71.04684801386261
8353,3239,15,12,877,Massachusetts,41.779890660367606,72.0772401307503
8354,3239,15,12,869,Massachusetts,42.494141268125,69.28392141714275
8355,3239,15,12,859,Massachusetts,42.106314721844235,70.24830492675366
8356,3239,15,12,857,Massachusetts,42.14139882363544,68.98627790338762
8357,3239,15,12,857,Massachusetts,41.68859434442083,73.44164298142103
8358,3239,15,12,854,Massachusetts,42.32922448428236,69.89282841218925
8359,3239,15,12,851,Massachusetts,42.643649756701954,69.39152060889026
8360,3239,15,12,849,Massachusetts,41.90021587733319,73.04879232604713
8361,3106,15,12,842,Massachusetts,42.4958583532863,70.93904038521123
8362,3035,15,12,833,Massachusetts,41.266958507907624,69.62597338485122
8363,2988,15,12,832,Massachusetts,41.25710317140546,71.45755540756343
8364,2969,15,12,828,Massachusetts,41.46447109831744,70.03168957243854
8365,2969,15,12,828,Massachusetts,41.65718667476322,72.22163138077096
8366,2969,15,12,796,Massachusetts,42.84308403781294,69.21748631029563
8367,2969,15,12,785,Massachusetts,41.81916187500152,71.51430377810533
8368,2969,15,12,782,Massachusetts,41.53636803004392,69.69556326012176
8369,2969,15,12,766,Massachusetts,41.26996862082373,72.4911917166347
8370,2723,15,12,766,Massachusetts,41.74779592862947,71.32799075355618
8371,2699,15,12,766,Massachusetts,42.71482526531484,70.21142683409309
8372,2699,15,12,766,Massachusetts,42.24018640950485,71.25910689768234
8373,2699,15,12,766,Massachusetts,41.347607252057706,71.75586456237208
8374,2699,15,12,766,Massachusetts,41.85093106393792,73.01997269806606
8375,2699,15,12,766,Massachusetts,42.38459172770735,70.67969282351525
8376,2699,15,12,738,Massachusetts,41.43529470210728,70.93214076747034
8377,2699,15,12,734,Massachusetts,41.387719709340544,70.27162652168997
8378,2699,15,12,734,Massachusetts,42.70089958632688,71.2414509072014
8379,2699,15,12,734,Massachusetts,41.74231617700306,72.95118991564289
8380,2699,15,12,734,Massachusetts,41.57499859534269,70.54394600608798
8381,2699,15,12,734,Massachusetts,42.19590253000523,71.39192754161056
8382,2699,15,12,734,Massachusetts,41.21384124294543,70.72064136461337
8383,2699,15,12,734,Massachusetts,41.46036885973215,72.75645088960127
8384,2699,15,12,734,Massachusetts,42.28036390520711,69.29080591475952
8385,2699,15,12,734,Massachusetts,41.364085301443275,70.02114343691672
8386,2682,15,12,734,Massachusetts,41.944934173019696,72.36760107066029
8387,2437,15,12,734,Massachusetts,41.53807598101053,70.20081024223965
8388,2429,15,12,734,Massachusetts,42.332701735616375,69.09749407627943
8389,2429,15,12,725,Massachusetts,42.87828770992631,70.22946981827276
8390,2429,15,12,724,Massachusetts,42.088679712822746,69.84205440294335
8391,2429,15,12,720,Massachusetts,41.88644582877785,69.64744887439494
8392,2429,15,12,717,Massachusetts,41.41611131711669,70.76626242440244
8393,2429,15,12,708,Massachusetts,41.437854906373566,72.75839917469446
8394,2429,15,12,707,Massachusetts,42.450379553892965,71.51286855940764
8395,2429,15,12,705,Massachusetts,41.94323759264606,71.2038989895895
8396,2429,15,12,705,Massachusetts,41.545637853084614,72.11016583933186
8397,2429,15,12,705,Massachusetts,41.83822949394598,70.42786710722403
8398,2429,15,12,705,Massachusetts,41.84226495346019,72.67000711620238
8399,2429,15,12,705,Massachusetts,42.75147698577404,70.32158626058434
8400,2429,15,12,699,Massachusetts,42.71043886974001,73.26494842365278
8401,2429,15,12,695,Massachusetts,42.450943125042144,69.7802003595769
8402,2429,15,12,692,Massachusetts,42.355990177675224,71.0918065078713
8403,2429,15,12,687,Massachusetts,41.31207386031882,71.9467965118015
8404,2429,15,12,687,Massachusetts,41.167035532033175,72.74191314752916
8405,2429,15,12,673,Massachusetts,41.95446891473357,70.52335164006
8406,2429,15,12,673,Massachusetts,42.28936229849354,73.16590229505718
8407,2429,15,12,670,Massachusetts,41.51087321448375,70.66260982180215
8408,2429,15,12,668,Massachusetts,41.309959514056516,71.7428494204971
8409,2429,15,12,659,Massachusetts,41.437154128038394,70.75682063646302
8410,2429,15,12,644,Massachusetts,42.72530083317066,73.49675215348077
8411,2429,15,12,644,Massachusetts,41.5331358350485,69.65654332543163
8412,2429,15,12,644,Massachusetts,42.85234200377802,72.68855061746791
8413,2429,15,12,644,Massachusetts,41.51456397369055,69.13699676456525
8414,2429,15,12,642,Massachusetts,42.60358558852901,70.64675254546673
8415,2429,15,12,642,Massachusetts,41.31581668272881,70.38258675975295
8416,2429,15,12,638,Massachusetts,41.65105772820536,70.25333882905987
8417,2365,15,12,627,Massachusetts,42.723783299168936,69.85069175290954
8418,2303,15,12,626,Massachusetts,41.77232902616252,68.99556304902269
8419,2159,15,12,626,Massachusetts,42.41923248216592,69.17450413835837
8420,2159,15,12,626,Massachusetts,42.76545435364005,68.96260795655903
8421,2159,15,12,620,Massachusetts,42.552767895372234,69.0045454196227
8422,2159,15,12,619,Massachusetts,42.15727423303948,72.29690572720979
8423,2159,15,12,616,Massachusetts,41.63576231737714,71.0245539340116
8424,2159,15,12,614,Massachusetts,41.76385247804762,69.12467608632231
8425,2159,15,12,611,Massachusetts,42.097544181820496,73.21867291859772
8426,2159,15,12,611,Massachusetts,42.43965756382511,69.00042880994995
8427,2159,15,12,611,Massachusetts,41.61978934615329,69.8130405787958
8428,2159,15,12,611,Massachusetts,41.82915683657291,69.86760384224733
8429,2159,15,12,611,Massachusetts,42.51586109256263,72.7011297143971
8430,2159,15,12,611,Massachusetts,41.37256071940607,69.28466745006506
8431,2159,15,12,611,Massachusetts,42.467606257397826,73.31329911176458
8432,2159,15,12,611,Massachusetts,41.66843597482436,69.33114667768224
8433,2159,15,12,611,Massachusetts,42.419981666087295,72.00904794820956
8434,2159,15,12,611,Massachusetts,41.192604058541455,72.23900228930898
8435,2159,15,12,611,Massachusetts,41.7080508649095,72.24406219542102
8436,2159,15,12,611,Massachusetts,42.11498482588758,71.11312818493727
8437,2159,15,12,611,Massachusetts,42.67245044433776,72.32652052137585
